track_id,album_comments,album_date_created,album_date_released,album_engineer,album_favorites,album_id,album_information,album_listens,album_producer,album_tags,album_title,album_tracks,album_type,artist_active_year_begin,artist_active_year_end,artist_associated_labels,artist_bio,artist_comments,artist_date_created,artist_favorites,artist_id,artist_latitude,artist_location,artist_longitude,artist_members,artist_name,artist_related_projects,artist_tags,artist_website,artist_wikipedia_page,set_split,set_subset,track_bit_rate,track_comments,track_composer,track_date_created,track_date_recorded,track_duration,track_favorites,track_genre_top,track_genres,track_genres_all,track_information,track_interest,track_language_code,track_license,track_listens,track_lyricist,track_number,track_publisher,track_tags,track_title
156,1,11/26/08 1:51,1/1/04 0:00,,0,71,"<p>Recorded August 20, 2004.</p>
<p>Area C performed from the 3rd floor window of Raphael Lyon's (Mudboy) apartment on the west side of Providence. Sound intermixes with cars, bikes, birds, etc.</p>
<p>Solo performance by Erik with guitar, farfisa synthorchestra, sde-1000, dr-30, d-20 and lots of cables strung about.</p>
<p>-----</p>
<p><em>About </em><strong><em>Thee Haunted Cobblestones Sunset Concert Series:</em> </strong>Ending at sunset with the first recording and beginning at   sunset with the last recording- individuals play what they will out the third   floor window   on a desolate cobblestone street in the last days of the summer. Attendees   listen street-side, eating tacos or stretched out on the concrete. Stereo   recordings made in a single take- screaming kids, violent cars- sirens and   animals to be considered as collaborators.</p>",1845,,[],Thee Haunted Cobblestone Sunset Concert Series #7,13,Live Performance,,,Free Matter for the Blind,"<p>AREA C was formed in 2003 by<strong> </strong>Erik Carlson. AREA C's compositions examine the texture and tonal characteristics of sound, working with live loops, their cyclical relationships, and the details of their decay over time. The work blurs boundaries between digital and analog as well as electric and acoustic, foregrounding sound sources from out of the way places.<br /><br />Using looping tools, effects pedals and real-time tape recorder manipulation, AREA C strives for the creation of subtle, textural and dynamic sounds through acts of sonic manipulation, disintegration and recombination. Improvisation also plays an important role for AREA C, with live performances often based on extended explorations of minimal thematic starting points or clusters of tone and melody.<br /><br />In addition to original experimental releases and performances, AREA C also works with audio art, installations, soundtracks and sound design, collaborating with architects, filmmakers, poets and photographers. AREA C's work has been featured in the Cooper-Hewitt Design Museum, the Architectural League of New York, Sundance Film Festival, RISD Museum and Brown University. AREA C recently completed a permanent interactive installation titled ""Lo Rez / Hi Fi"" in Washington DC, a collaboration with architect <a href=""http://www.mystudio.us/"">J. Meejin Yoon of HY Architecture</a>. (-via <a href=""http://www.areacmusic.com/area%20C%20folder/about%20folder/index_ABOUT.shtml"">areacmusic.com</a>)</p>",0,12/4/08 9:19,9,546,41.7770007,"2 Westwood Avenue, Providence, RI 02905, USA",-71.402547,Erik Carlson,Area C,,['area c'],http://www.areacmusic.com,,training,large,192000,0,,11/26/08 1:45,8/20/04 0:00,122,2,Experimental,[30],"[38, 30]",,345,en,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,362,,1,,[],Track 01
157,1,11/26/08 1:51,1/1/04 0:00,,0,71,"<p>Recorded August 20, 2004.</p>
<p>Area C performed from the 3rd floor window of Raphael Lyon's (Mudboy) apartment on the west side of Providence. Sound intermixes with cars, bikes, birds, etc.</p>
<p>Solo performance by Erik with guitar, farfisa synthorchestra, sde-1000, dr-30, d-20 and lots of cables strung about.</p>
<p>-----</p>
<p><em>About </em><strong><em>Thee Haunted Cobblestones Sunset Concert Series:</em> </strong>Ending at sunset with the first recording and beginning at   sunset with the last recording- individuals play what they will out the third   floor window   on a desolate cobblestone street in the last days of the summer. Attendees   listen street-side, eating tacos or stretched out on the concrete. Stereo   recordings made in a single take- screaming kids, violent cars- sirens and   animals to be considered as collaborators.</p>",1845,,[],Thee Haunted Cobblestone Sunset Concert Series #7,13,Live Performance,,,Free Matter for the Blind,"<p>AREA C was formed in 2003 by<strong> </strong>Erik Carlson. AREA C's compositions examine the texture and tonal characteristics of sound, working with live loops, their cyclical relationships, and the details of their decay over time. The work blurs boundaries between digital and analog as well as electric and acoustic, foregrounding sound sources from out of the way places.<br /><br />Using looping tools, effects pedals and real-time tape recorder manipulation, AREA C strives for the creation of subtle, textural and dynamic sounds through acts of sonic manipulation, disintegration and recombination. Improvisation also plays an important role for AREA C, with live performances often based on extended explorations of minimal thematic starting points or clusters of tone and melody.<br /><br />In addition to original experimental releases and performances, AREA C also works with audio art, installations, soundtracks and sound design, collaborating with architects, filmmakers, poets and photographers. AREA C's work has been featured in the Cooper-Hewitt Design Museum, the Architectural League of New York, Sundance Film Festival, RISD Museum and Brown University. AREA C recently completed a permanent interactive installation titled ""Lo Rez / Hi Fi"" in Washington DC, a collaboration with architect <a href=""http://www.mystudio.us/"">J. Meejin Yoon of HY Architecture</a>. (-via <a href=""http://www.areacmusic.com/area%20C%20folder/about%20folder/index_ABOUT.shtml"">areacmusic.com</a>)</p>",0,12/4/08 9:19,9,546,41.7770007,"2 Westwood Avenue, Providence, RI 02905, USA",-71.402547,Erik Carlson,Area C,,['area c'],http://www.areacmusic.com,,training,large,192000,0,,11/26/08 1:45,8/20/04 0:00,212,1,Experimental,[30],"[38, 30]",,209,en,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,190,,2,,[],Track 02
158,1,11/26/08 1:51,1/1/04 0:00,,0,71,"<p>Recorded August 20, 2004.</p>
<p>Area C performed from the 3rd floor window of Raphael Lyon's (Mudboy) apartment on the west side of Providence. Sound intermixes with cars, bikes, birds, etc.</p>
<p>Solo performance by Erik with guitar, farfisa synthorchestra, sde-1000, dr-30, d-20 and lots of cables strung about.</p>
<p>-----</p>
<p><em>About </em><strong><em>Thee Haunted Cobblestones Sunset Concert Series:</em> </strong>Ending at sunset with the first recording and beginning at   sunset with the last recording- individuals play what they will out the third   floor window   on a desolate cobblestone street in the last days of the summer. Attendees   listen street-side, eating tacos or stretched out on the concrete. Stereo   recordings made in a single take- screaming kids, violent cars- sirens and   animals to be considered as collaborators.</p>",1845,,[],Thee Haunted Cobblestone Sunset Concert Series #7,13,Live Performance,,,Free Matter for the Blind,"<p>AREA C was formed in 2003 by<strong> </strong>Erik Carlson. AREA C's compositions examine the texture and tonal characteristics of sound, working with live loops, their cyclical relationships, and the details of their decay over time. The work blurs boundaries between digital and analog as well as electric and acoustic, foregrounding sound sources from out of the way places.<br /><br />Using looping tools, effects pedals and real-time tape recorder manipulation, AREA C strives for the creation of subtle, textural and dynamic sounds through acts of sonic manipulation, disintegration and recombination. Improvisation also plays an important role for AREA C, with live performances often based on extended explorations of minimal thematic starting points or clusters of tone and melody.<br /><br />In addition to original experimental releases and performances, AREA C also works with audio art, installations, soundtracks and sound design, collaborating with architects, filmmakers, poets and photographers. AREA C's work has been featured in the Cooper-Hewitt Design Museum, the Architectural League of New York, Sundance Film Festival, RISD Museum and Brown University. AREA C recently completed a permanent interactive installation titled ""Lo Rez / Hi Fi"" in Washington DC, a collaboration with architect <a href=""http://www.mystudio.us/"">J. Meejin Yoon of HY Architecture</a>. (-via <a href=""http://www.areacmusic.com/area%20C%20folder/about%20folder/index_ABOUT.shtml"">areacmusic.com</a>)</p>",0,12/4/08 9:19,9,546,41.7770007,"2 Westwood Avenue, Providence, RI 02905, USA",-71.402547,Erik Carlson,Area C,,['area c'],http://www.areacmusic.com,,training,large,192000,0,,11/26/08 1:45,8/20/04 0:00,473,1,Experimental,[30],"[38, 30]",,213,en,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,163,,3,,[],Track 03
159,1,11/26/08 1:51,1/1/04 0:00,,0,71,"<p>Recorded August 20, 2004.</p>
<p>Area C performed from the 3rd floor window of Raphael Lyon's (Mudboy) apartment on the west side of Providence. Sound intermixes with cars, bikes, birds, etc.</p>
<p>Solo performance by Erik with guitar, farfisa synthorchestra, sde-1000, dr-30, d-20 and lots of cables strung about.</p>
<p>-----</p>
<p><em>About </em><strong><em>Thee Haunted Cobblestones Sunset Concert Series:</em> </strong>Ending at sunset with the first recording and beginning at   sunset with the last recording- individuals play what they will out the third   floor window   on a desolate cobblestone street in the last days of the summer. Attendees   listen street-side, eating tacos or stretched out on the concrete. Stereo   recordings made in a single take- screaming kids, violent cars- sirens and   animals to be considered as collaborators.</p>",1845,,[],Thee Haunted Cobblestone Sunset Concert Series #7,13,Live Performance,,,Free Matter for the Blind,"<p>AREA C was formed in 2003 by<strong> </strong>Erik Carlson. AREA C's compositions examine the texture and tonal characteristics of sound, working with live loops, their cyclical relationships, and the details of their decay over time. The work blurs boundaries between digital and analog as well as electric and acoustic, foregrounding sound sources from out of the way places.<br /><br />Using looping tools, effects pedals and real-time tape recorder manipulation, AREA C strives for the creation of subtle, textural and dynamic sounds through acts of sonic manipulation, disintegration and recombination. Improvisation also plays an important role for AREA C, with live performances often based on extended explorations of minimal thematic starting points or clusters of tone and melody.<br /><br />In addition to original experimental releases and performances, AREA C also works with audio art, installations, soundtracks and sound design, collaborating with architects, filmmakers, poets and photographers. AREA C's work has been featured in the Cooper-Hewitt Design Museum, the Architectural League of New York, Sundance Film Festival, RISD Museum and Brown University. AREA C recently completed a permanent interactive installation titled ""Lo Rez / Hi Fi"" in Washington DC, a collaboration with architect <a href=""http://www.mystudio.us/"">J. Meejin Yoon of HY Architecture</a>. (-via <a href=""http://www.areacmusic.com/area%20C%20folder/about%20folder/index_ABOUT.shtml"">areacmusic.com</a>)</p>",0,12/4/08 9:19,9,546,41.7770007,"2 Westwood Avenue, Providence, RI 02905, USA",-71.402547,Erik Carlson,Area C,,['area c'],http://www.areacmusic.com,,training,large,192000,0,,11/26/08 1:45,8/20/04 0:00,221,1,Experimental,[30],"[38, 30]",,170,en,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,130,,4,,[],Track 04
160,1,11/26/08 1:51,1/1/04 0:00,,0,71,"<p>Recorded August 20, 2004.</p>
<p>Area C performed from the 3rd floor window of Raphael Lyon's (Mudboy) apartment on the west side of Providence. Sound intermixes with cars, bikes, birds, etc.</p>
<p>Solo performance by Erik with guitar, farfisa synthorchestra, sde-1000, dr-30, d-20 and lots of cables strung about.</p>
<p>-----</p>
<p><em>About </em><strong><em>Thee Haunted Cobblestones Sunset Concert Series:</em> </strong>Ending at sunset with the first recording and beginning at   sunset with the last recording- individuals play what they will out the third   floor window   on a desolate cobblestone street in the last days of the summer. Attendees   listen street-side, eating tacos or stretched out on the concrete. Stereo   recordings made in a single take- screaming kids, violent cars- sirens and   animals to be considered as collaborators.</p>",1845,,[],Thee Haunted Cobblestone Sunset Concert Series #7,13,Live Performance,,,Free Matter for the Blind,"<p>AREA C was formed in 2003 by<strong> </strong>Erik Carlson. AREA C's compositions examine the texture and tonal characteristics of sound, working with live loops, their cyclical relationships, and the details of their decay over time. The work blurs boundaries between digital and analog as well as electric and acoustic, foregrounding sound sources from out of the way places.<br /><br />Using looping tools, effects pedals and real-time tape recorder manipulation, AREA C strives for the creation of subtle, textural and dynamic sounds through acts of sonic manipulation, disintegration and recombination. Improvisation also plays an important role for AREA C, with live performances often based on extended explorations of minimal thematic starting points or clusters of tone and melody.<br /><br />In addition to original experimental releases and performances, AREA C also works with audio art, installations, soundtracks and sound design, collaborating with architects, filmmakers, poets and photographers. AREA C's work has been featured in the Cooper-Hewitt Design Museum, the Architectural League of New York, Sundance Film Festival, RISD Museum and Brown University. AREA C recently completed a permanent interactive installation titled ""Lo Rez / Hi Fi"" in Washington DC, a collaboration with architect <a href=""http://www.mystudio.us/"">J. Meejin Yoon of HY Architecture</a>. (-via <a href=""http://www.areacmusic.com/area%20C%20folder/about%20folder/index_ABOUT.shtml"">areacmusic.com</a>)</p>",0,12/4/08 9:19,9,546,41.7770007,"2 Westwood Avenue, Providence, RI 02905, USA",-71.402547,Erik Carlson,Area C,,['area c'],http://www.areacmusic.com,,training,large,192000,0,,11/26/08 1:45,8/20/04 0:00,70,0,Experimental,[30],"[38, 30]",,147,en,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,110,,5,,[],Track 05
161,1,11/26/08 1:51,1/1/04 0:00,,0,71,"<p>Recorded August 20, 2004.</p>
<p>Area C performed from the 3rd floor window of Raphael Lyon's (Mudboy) apartment on the west side of Providence. Sound intermixes with cars, bikes, birds, etc.</p>
<p>Solo performance by Erik with guitar, farfisa synthorchestra, sde-1000, dr-30, d-20 and lots of cables strung about.</p>
<p>-----</p>
<p><em>About </em><strong><em>Thee Haunted Cobblestones Sunset Concert Series:</em> </strong>Ending at sunset with the first recording and beginning at   sunset with the last recording- individuals play what they will out the third   floor window   on a desolate cobblestone street in the last days of the summer. Attendees   listen street-side, eating tacos or stretched out on the concrete. Stereo   recordings made in a single take- screaming kids, violent cars- sirens and   animals to be considered as collaborators.</p>",1845,,[],Thee Haunted Cobblestone Sunset Concert Series #7,13,Live Performance,,,Free Matter for the Blind,"<p>AREA C was formed in 2003 by<strong> </strong>Erik Carlson. AREA C's compositions examine the texture and tonal characteristics of sound, working with live loops, their cyclical relationships, and the details of their decay over time. The work blurs boundaries between digital and analog as well as electric and acoustic, foregrounding sound sources from out of the way places.<br /><br />Using looping tools, effects pedals and real-time tape recorder manipulation, AREA C strives for the creation of subtle, textural and dynamic sounds through acts of sonic manipulation, disintegration and recombination. Improvisation also plays an important role for AREA C, with live performances often based on extended explorations of minimal thematic starting points or clusters of tone and melody.<br /><br />In addition to original experimental releases and performances, AREA C also works with audio art, installations, soundtracks and sound design, collaborating with architects, filmmakers, poets and photographers. AREA C's work has been featured in the Cooper-Hewitt Design Museum, the Architectural League of New York, Sundance Film Festival, RISD Museum and Brown University. AREA C recently completed a permanent interactive installation titled ""Lo Rez / Hi Fi"" in Washington DC, a collaboration with architect <a href=""http://www.mystudio.us/"">J. Meejin Yoon of HY Architecture</a>. (-via <a href=""http://www.areacmusic.com/area%20C%20folder/about%20folder/index_ABOUT.shtml"">areacmusic.com</a>)</p>",0,12/4/08 9:19,9,546,41.7770007,"2 Westwood Avenue, Providence, RI 02905, USA",-71.402547,Erik Carlson,Area C,,['area c'],http://www.areacmusic.com,,training,large,192000,0,,11/26/08 1:45,8/20/04 0:00,147,0,Experimental,[30],"[38, 30]",,175,en,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,121,,6,,[],Track 06
162,1,11/26/08 1:51,1/1/04 0:00,,0,71,"<p>Recorded August 20, 2004.</p>
<p>Area C performed from the 3rd floor window of Raphael Lyon's (Mudboy) apartment on the west side of Providence. Sound intermixes with cars, bikes, birds, etc.</p>
<p>Solo performance by Erik with guitar, farfisa synthorchestra, sde-1000, dr-30, d-20 and lots of cables strung about.</p>
<p>-----</p>
<p><em>About </em><strong><em>Thee Haunted Cobblestones Sunset Concert Series:</em> </strong>Ending at sunset with the first recording and beginning at   sunset with the last recording- individuals play what they will out the third   floor window   on a desolate cobblestone street in the last days of the summer. Attendees   listen street-side, eating tacos or stretched out on the concrete. Stereo   recordings made in a single take- screaming kids, violent cars- sirens and   animals to be considered as collaborators.</p>",1845,,[],Thee Haunted Cobblestone Sunset Concert Series #7,13,Live Performance,,,Free Matter for the Blind,"<p>AREA C was formed in 2003 by<strong> </strong>Erik Carlson. AREA C's compositions examine the texture and tonal characteristics of sound, working with live loops, their cyclical relationships, and the details of their decay over time. The work blurs boundaries between digital and analog as well as electric and acoustic, foregrounding sound sources from out of the way places.<br /><br />Using looping tools, effects pedals and real-time tape recorder manipulation, AREA C strives for the creation of subtle, textural and dynamic sounds through acts of sonic manipulation, disintegration and recombination. Improvisation also plays an important role for AREA C, with live performances often based on extended explorations of minimal thematic starting points or clusters of tone and melody.<br /><br />In addition to original experimental releases and performances, AREA C also works with audio art, installations, soundtracks and sound design, collaborating with architects, filmmakers, poets and photographers. AREA C's work has been featured in the Cooper-Hewitt Design Museum, the Architectural League of New York, Sundance Film Festival, RISD Museum and Brown University. AREA C recently completed a permanent interactive installation titled ""Lo Rez / Hi Fi"" in Washington DC, a collaboration with architect <a href=""http://www.mystudio.us/"">J. Meejin Yoon of HY Architecture</a>. (-via <a href=""http://www.areacmusic.com/area%20C%20folder/about%20folder/index_ABOUT.shtml"">areacmusic.com</a>)</p>",0,12/4/08 9:19,9,546,41.7770007,"2 Westwood Avenue, Providence, RI 02905, USA",-71.402547,Erik Carlson,Area C,,['area c'],http://www.areacmusic.com,,training,large,192000,0,,11/26/08 1:45,8/20/04 0:00,270,0,Experimental,[30],"[38, 30]",,176,en,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,109,,7,,[],Track 07
163,1,11/26/08 1:51,1/1/04 0:00,,0,71,"<p>Recorded August 20, 2004.</p>
<p>Area C performed from the 3rd floor window of Raphael Lyon's (Mudboy) apartment on the west side of Providence. Sound intermixes with cars, bikes, birds, etc.</p>
<p>Solo performance by Erik with guitar, farfisa synthorchestra, sde-1000, dr-30, d-20 and lots of cables strung about.</p>
<p>-----</p>
<p><em>About </em><strong><em>Thee Haunted Cobblestones Sunset Concert Series:</em> </strong>Ending at sunset with the first recording and beginning at   sunset with the last recording- individuals play what they will out the third   floor window   on a desolate cobblestone street in the last days of the summer. Attendees   listen street-side, eating tacos or stretched out on the concrete. Stereo   recordings made in a single take- screaming kids, violent cars- sirens and   animals to be considered as collaborators.</p>",1845,,[],Thee Haunted Cobblestone Sunset Concert Series #7,13,Live Performance,,,Free Matter for the Blind,"<p>AREA C was formed in 2003 by<strong> </strong>Erik Carlson. AREA C's compositions examine the texture and tonal characteristics of sound, working with live loops, their cyclical relationships, and the details of their decay over time. The work blurs boundaries between digital and analog as well as electric and acoustic, foregrounding sound sources from out of the way places.<br /><br />Using looping tools, effects pedals and real-time tape recorder manipulation, AREA C strives for the creation of subtle, textural and dynamic sounds through acts of sonic manipulation, disintegration and recombination. Improvisation also plays an important role for AREA C, with live performances often based on extended explorations of minimal thematic starting points or clusters of tone and melody.<br /><br />In addition to original experimental releases and performances, AREA C also works with audio art, installations, soundtracks and sound design, collaborating with architects, filmmakers, poets and photographers. AREA C's work has been featured in the Cooper-Hewitt Design Museum, the Architectural League of New York, Sundance Film Festival, RISD Museum and Brown University. AREA C recently completed a permanent interactive installation titled ""Lo Rez / Hi Fi"" in Washington DC, a collaboration with architect <a href=""http://www.mystudio.us/"">J. Meejin Yoon of HY Architecture</a>. (-via <a href=""http://www.areacmusic.com/area%20C%20folder/about%20folder/index_ABOUT.shtml"">areacmusic.com</a>)</p>",0,12/4/08 9:19,9,546,41.7770007,"2 Westwood Avenue, Providence, RI 02905, USA",-71.402547,Erik Carlson,Area C,,['area c'],http://www.areacmusic.com,,training,large,192000,0,,11/26/08 1:45,8/20/04 0:00,307,1,Experimental,[30],"[38, 30]",,162,en,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,94,,8,,[],Track 08
164,1,11/26/08 1:51,1/1/04 0:00,,0,71,"<p>Recorded August 20, 2004.</p>
<p>Area C performed from the 3rd floor window of Raphael Lyon's (Mudboy) apartment on the west side of Providence. Sound intermixes with cars, bikes, birds, etc.</p>
<p>Solo performance by Erik with guitar, farfisa synthorchestra, sde-1000, dr-30, d-20 and lots of cables strung about.</p>
<p>-----</p>
<p><em>About </em><strong><em>Thee Haunted Cobblestones Sunset Concert Series:</em> </strong>Ending at sunset with the first recording and beginning at   sunset with the last recording- individuals play what they will out the third   floor window   on a desolate cobblestone street in the last days of the summer. Attendees   listen street-side, eating tacos or stretched out on the concrete. Stereo   recordings made in a single take- screaming kids, violent cars- sirens and   animals to be considered as collaborators.</p>",1845,,[],Thee Haunted Cobblestone Sunset Concert Series #7,13,Live Performance,,,Free Matter for the Blind,"<p>AREA C was formed in 2003 by<strong> </strong>Erik Carlson. AREA C's compositions examine the texture and tonal characteristics of sound, working with live loops, their cyclical relationships, and the details of their decay over time. The work blurs boundaries between digital and analog as well as electric and acoustic, foregrounding sound sources from out of the way places.<br /><br />Using looping tools, effects pedals and real-time tape recorder manipulation, AREA C strives for the creation of subtle, textural and dynamic sounds through acts of sonic manipulation, disintegration and recombination. Improvisation also plays an important role for AREA C, with live performances often based on extended explorations of minimal thematic starting points or clusters of tone and melody.<br /><br />In addition to original experimental releases and performances, AREA C also works with audio art, installations, soundtracks and sound design, collaborating with architects, filmmakers, poets and photographers. AREA C's work has been featured in the Cooper-Hewitt Design Museum, the Architectural League of New York, Sundance Film Festival, RISD Museum and Brown University. AREA C recently completed a permanent interactive installation titled ""Lo Rez / Hi Fi"" in Washington DC, a collaboration with architect <a href=""http://www.mystudio.us/"">J. Meejin Yoon of HY Architecture</a>. (-via <a href=""http://www.areacmusic.com/area%20C%20folder/about%20folder/index_ABOUT.shtml"">areacmusic.com</a>)</p>",0,12/4/08 9:19,9,546,41.7770007,"2 Westwood Avenue, Providence, RI 02905, USA",-71.402547,Erik Carlson,Area C,,['area c'],http://www.areacmusic.com,,training,large,192000,0,,11/26/08 1:45,8/20/04 0:00,236,0,Experimental,[30],"[38, 30]",,138,en,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,70,,9,,[],Track 09
165,1,11/26/08 1:51,1/1/04 0:00,,0,71,"<p>Recorded August 20, 2004.</p>
<p>Area C performed from the 3rd floor window of Raphael Lyon's (Mudboy) apartment on the west side of Providence. Sound intermixes with cars, bikes, birds, etc.</p>
<p>Solo performance by Erik with guitar, farfisa synthorchestra, sde-1000, dr-30, d-20 and lots of cables strung about.</p>
<p>-----</p>
<p><em>About </em><strong><em>Thee Haunted Cobblestones Sunset Concert Series:</em> </strong>Ending at sunset with the first recording and beginning at   sunset with the last recording- individuals play what they will out the third   floor window   on a desolate cobblestone street in the last days of the summer. Attendees   listen street-side, eating tacos or stretched out on the concrete. Stereo   recordings made in a single take- screaming kids, violent cars- sirens and   animals to be considered as collaborators.</p>",1845,,[],Thee Haunted Cobblestone Sunset Concert Series #7,13,Live Performance,,,Free Matter for the Blind,"<p>AREA C was formed in 2003 by<strong> </strong>Erik Carlson. AREA C's compositions examine the texture and tonal characteristics of sound, working with live loops, their cyclical relationships, and the details of their decay over time. The work blurs boundaries between digital and analog as well as electric and acoustic, foregrounding sound sources from out of the way places.<br /><br />Using looping tools, effects pedals and real-time tape recorder manipulation, AREA C strives for the creation of subtle, textural and dynamic sounds through acts of sonic manipulation, disintegration and recombination. Improvisation also plays an important role for AREA C, with live performances often based on extended explorations of minimal thematic starting points or clusters of tone and melody.<br /><br />In addition to original experimental releases and performances, AREA C also works with audio art, installations, soundtracks and sound design, collaborating with architects, filmmakers, poets and photographers. AREA C's work has been featured in the Cooper-Hewitt Design Museum, the Architectural League of New York, Sundance Film Festival, RISD Museum and Brown University. AREA C recently completed a permanent interactive installation titled ""Lo Rez / Hi Fi"" in Washington DC, a collaboration with architect <a href=""http://www.mystudio.us/"">J. Meejin Yoon of HY Architecture</a>. (-via <a href=""http://www.areacmusic.com/area%20C%20folder/about%20folder/index_ABOUT.shtml"">areacmusic.com</a>)</p>",0,12/4/08 9:19,9,546,41.7770007,"2 Westwood Avenue, Providence, RI 02905, USA",-71.402547,Erik Carlson,Area C,,['area c'],http://www.areacmusic.com,,training,large,192000,0,,11/26/08 1:45,8/20/04 0:00,185,1,Experimental,[30],"[38, 30]",,159,en,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,140,,10,,[],Track 10
166,1,11/26/08 1:51,1/1/04 0:00,,0,71,"<p>Recorded August 20, 2004.</p>
<p>Area C performed from the 3rd floor window of Raphael Lyon's (Mudboy) apartment on the west side of Providence. Sound intermixes with cars, bikes, birds, etc.</p>
<p>Solo performance by Erik with guitar, farfisa synthorchestra, sde-1000, dr-30, d-20 and lots of cables strung about.</p>
<p>-----</p>
<p><em>About </em><strong><em>Thee Haunted Cobblestones Sunset Concert Series:</em> </strong>Ending at sunset with the first recording and beginning at   sunset with the last recording- individuals play what they will out the third   floor window   on a desolate cobblestone street in the last days of the summer. Attendees   listen street-side, eating tacos or stretched out on the concrete. Stereo   recordings made in a single take- screaming kids, violent cars- sirens and   animals to be considered as collaborators.</p>",1845,,[],Thee Haunted Cobblestone Sunset Concert Series #7,13,Live Performance,,,Free Matter for the Blind,"<p>AREA C was formed in 2003 by<strong> </strong>Erik Carlson. AREA C's compositions examine the texture and tonal characteristics of sound, working with live loops, their cyclical relationships, and the details of their decay over time. The work blurs boundaries between digital and analog as well as electric and acoustic, foregrounding sound sources from out of the way places.<br /><br />Using looping tools, effects pedals and real-time tape recorder manipulation, AREA C strives for the creation of subtle, textural and dynamic sounds through acts of sonic manipulation, disintegration and recombination. Improvisation also plays an important role for AREA C, with live performances often based on extended explorations of minimal thematic starting points or clusters of tone and melody.<br /><br />In addition to original experimental releases and performances, AREA C also works with audio art, installations, soundtracks and sound design, collaborating with architects, filmmakers, poets and photographers. AREA C's work has been featured in the Cooper-Hewitt Design Museum, the Architectural League of New York, Sundance Film Festival, RISD Museum and Brown University. AREA C recently completed a permanent interactive installation titled ""Lo Rez / Hi Fi"" in Washington DC, a collaboration with architect <a href=""http://www.mystudio.us/"">J. Meejin Yoon of HY Architecture</a>. (-via <a href=""http://www.areacmusic.com/area%20C%20folder/about%20folder/index_ABOUT.shtml"">areacmusic.com</a>)</p>",0,12/4/08 9:19,9,546,41.7770007,"2 Westwood Avenue, Providence, RI 02905, USA",-71.402547,Erik Carlson,Area C,,['area c'],http://www.areacmusic.com,,training,large,192000,0,,11/26/08 1:45,8/20/04 0:00,392,1,Experimental,[30],"[38, 30]",,275,en,Attribution-NonCommercial-NoDerivatives (aka Music Sharing) 3.0 International,180,,11,,[],Track 11
